 02/1/22 0:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 5:00:00, 452, 90 St-Elmhurst Av (7), Queens, 1
 02/1/22 5:00:00, 452, 90 St-Elmhurst Av (7), Queens, 157
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 2
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 10
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 111
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 33
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 9
 02/1/22 5:00:00, 453, 82 St-Jackson Hts (7), Queens, 86
 02/1/22 5:00:00, 455, 69 St (7), Queens, 39
 02/1/22 5:00:00, 455, 69 St (7), Queens, 4
 02/1/22 5:00:00, 455, 69 St (7), Queens, 1
 02/1/22 5:00:00, 455, 69 St (7), Queens, 33
 02/1/22 5:00:00, 455, 69 St (7), Queens, 12
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 5
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 8
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 18
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 112
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 46
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 75
 02/1/22 5:00:00, 456, 61 St-Woodside (7), Queens, 1
 02/1/22 5:00:00, 457, 52 St (7), Queens, 2
 02/1/22 5:00:00, 457, 52 St (7), Queens, 39
 02/1/22 5:00:00, 457, 52 St (7), Queens, 6
 02/1/22 5:00:00, 457, 52 St (7), Queens, 4
 02/1/22 5:00:00, 457, 52 St (7), Queens, 31
 02/1/22 5:00:00, 457, 52 St (7), Queens, 17
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 7
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 3
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 59
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 31
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 6
 02/1/22 5:00:00, 458, 46 St-Bliss St (7), Queens, 37
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 7
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 34
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 1
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 13
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 4
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 1
 02/1/22 5:00:00, 459, 40 St-Lowery St (7), Queens, 28
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 3
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 40
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 7
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 9
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 19
 02/1/22 5:00:00, 46, Cortelyou Rd (Q), Brooklyn, 12
 02/1/22 5:00:00, 460, 33 St-Rawson St (7), Queens, 12
 02/1/22 5:00:00, 460, 33 St-Rawson St (7), Queens, 2
 02/1/22 5:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 5:00:00, 460, 33 St-Rawson St (7), Queens, 4
 02/1/22 5:00:00, 461, Queensboro Plaza (7,N,W), Queens, 5
 02/1/22 5:00:00, 461, Queensboro Plaza (7,N,W), Queens, 26
 02/1/22 5:00:00, 461, Queensboro Plaza (7,N,W), Queens, 5
 02/1/22 5:00:00, 461, Queensboro Plaza (7,N,W), Queens, 23
 02/1/22 5:00:00, 461, Queensboro Plaza (7,N,W), Queens, 15
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 53
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 2
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 7
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 5:00:00, 463, Hunters Point Av (7), Queens, 6
 02/1/22 5:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 37
 02/1/22 5:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 9
 02/1/22 5:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 17
 02/1/22 5:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 8
 02/1/22 5:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 3
 02/1/22 6:00:00, 445, Pelham Pkwy (5), Bronx, 20
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 11
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 2
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 73
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 7
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 22
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 18
 02/1/22 6:00:00, 446, Morris Park (5), Bronx, 8
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 54
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 108
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 670
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 14
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 82
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 315
 02/1/22 6:00:00, 447, Flushing-Main St (7), Queens, 355
 02/1/22 6:00:00, 448, Mets-Willets Point (7), Queens, 15
 02/1/22 6:00:00, 448, Mets-Willets Point (7), Queens, 29
 02/1/22 6:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 6:00:00, 448, Mets-Willets Point (7), Queens, 5
 02/1/22 6:00:00, 449, 111 St (7), Queens, 12
 02/1/22 6:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 6:00:00, 449, 111 St (7), Queens, 3
 02/1/22 6:00:00, 449, 111 St (7), Queens, 11
 02/1/22 6:00:00, 449, 111 St (7), Queens, 450
 02/1/22 6:00:00, 449, 111 St (7), Queens, 3
 02/1/22 6:00:00, 449, 111 St (7), Queens, 80
 02/1/22 6:00:00, 449, 111 St (7), Queens, 214
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 40
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 6
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 25
 02/1/22 6:00:00, 45, Beverley Rd (Q), Brooklyn, 18
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 437
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 77
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 11
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 21
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 77
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 5
 02/1/22 6:00:00, 450, 103 St-Corona Plaza (7), Queens, 414
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 256
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 11
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 539
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 6
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 127
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 10
 02/1/22 6:00:00, 451, Junction Blvd (7), Queens, 437
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 21
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 392
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 14
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 15
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 17
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 90
 02/1/22 6:00:00, 452, 90 St-Elmhurst Av (7), Queens, 258
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 204
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 19
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 12
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 13
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 83
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 17
 02/1/22 6:00:00, 453, 82 St-Jackson Hts (7), Queens, 117
 02/1/22 6:00:00, 455, 69 St (7), Queens, 81
 02/1/22 6:00:00, 455, 69 St (7), Queens, 6
 02/1/22 6:00:00, 455, 69 St (7), Queens, 9
 02/1/22 6:00:00, 455, 69 St (7), Queens, 65
 02/1/22 6:00:00, 455, 69 St (7), Queens, 45
 02/1/22 6:00:00, 455, 69 St (7), Queens, 1
 02/1/22 6:00:00, 455, 69 St (7), Queens, 4
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 14
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 21
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 284
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 78
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 8
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 151
 02/1/22 6:00:00, 456, 61 St-Woodside (7), Queens, 120
 02/1/22 6:00:00, 457, 52 St (7), Queens, 6
 02/1/22 6:00:00, 457, 52 St (7), Queens, 64
 02/1/22 6:00:00, 457, 52 St (7), Queens, 2
 02/1/22 6:00:00, 457, 52 St (7), Queens, 16
 02/1/22 6:00:00, 457, 52 St (7), Queens, 6
 02/1/22 6:00:00, 457, 52 St (7), Queens, 44
 02/1/22 6:00:00, 457, 52 St (7), Queens, 49
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 5
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 153
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 21
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 3
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 12
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 89
 02/1/22 6:00:00, 458, 46 St-Bliss St (7), Queens, 104
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 96
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 12
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 5
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 2
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 9
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 50
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 6
 02/1/22 6:00:00, 459, 40 St-Lowery St (7), Queens, 51
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 11
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 89
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 16
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 36
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 37
 02/1/22 6:00:00, 46, Cortelyou Rd (Q), Brooklyn, 3
 02/1/22 6:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 6:00:00, 460, 33 St-Rawson St (7), Queens, 23
 02/1/22 6:00:00, 460, 33 St-Rawson St (7), Queens, 4
 02/1/22 6:00:00, 460, 33 St-Rawson St (7), Queens, 5
 02/1/22 6:00:00, 460, 33 St-Rawson St (7), Queens, 8
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 25
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 4
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 1
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 13
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 45
 02/1/22 6:00:00, 461, Queensboro Plaza (7,N,W), Queens, 38
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 4
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 80
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 19
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 2
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 15
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 2
 02/1/22 6:00:00, 463, Hunters Point Av (7), Queens, 13
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 2
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 35
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 60
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 9
 02/1/22 6:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 51
 02/1/22 6:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 16
 02/1/22 7:00:00, 445, Pelham Pkwy (5), Bronx, 17
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 96
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 5
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 9
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 6
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 10
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 32
 02/1/22 7:00:00, 446, Morris Park (5), Bronx, 16
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 1,031
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 157
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 90
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 139
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 52
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 578
 02/1/22 7:00:00, 447, Flushing-Main St (7), Queens, 369
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 42
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 21
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 1
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 6
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 7:00:00, 448, Mets-Willets Point (7), Queens, 6
 02/1/22 7:00:00, 449, 111 St (7), Queens, 24
 02/1/22 7:00:00, 449, 111 St (7), Queens, 8
 02/1/22 7:00:00, 449, 111 St (7), Queens, 21
 02/1/22 7:00:00, 449, 111 St (7), Queens, 399
 02/1/22 7:00:00, 449, 111 St (7), Queens, 97
 02/1/22 7:00:00, 449, 111 St (7), Queens, 15
 02/1/22 7:00:00, 449, 111 St (7), Queens, 241
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 75
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 7
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 12
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 9
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 24
 02/1/22 7:00:00, 45, Beverley Rd (Q), Brooklyn, 49
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 28
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 513
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 62
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 20
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 13
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 141
 02/1/22 7:00:00, 450, 103 St-Corona Plaza (7), Queens, 441
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 578
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 33
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 227
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 207
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 19
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 27
 02/1/22 7:00:00, 451, Junction Blvd (7), Queens, 523
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 15
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 442
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 43
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 24
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 25
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 158
 02/1/22 7:00:00, 452, 90 St-Elmhurst Av (7), Queens, 253
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 231
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 9
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 22
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 13
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 24
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 129
 02/1/22 7:00:00, 453, 82 St-Jackson Hts (7), Queens, 153
 02/1/22 7:00:00, 455, 69 St (7), Queens, 10
 02/1/22 7:00:00, 455, 69 St (7), Queens, 111
 02/1/22 7:00:00, 455, 69 St (7), Queens, 13
 02/1/22 7:00:00, 455, 69 St (7), Queens, 74
 02/1/22 7:00:00, 455, 69 St (7), Queens, 51
 02/1/22 7:00:00, 455, 69 St (7), Queens, 6
 02/1/22 7:00:00, 455, 69 St (7), Queens, 6
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 24
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 91
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 33
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 396
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 29
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 189
 02/1/22 7:00:00, 456, 61 St-Woodside (7), Queens, 236
 02/1/22 7:00:00, 457, 52 St (7), Queens, 115
 02/1/22 7:00:00, 457, 52 St (7), Queens, 3
 02/1/22 7:00:00, 457, 52 St (7), Queens, 15
 02/1/22 7:00:00, 457, 52 St (7), Queens, 18
 02/1/22 7:00:00, 457, 52 St (7), Queens, 11
 02/1/22 7:00:00, 457, 52 St (7), Queens, 84
 02/1/22 7:00:00, 457, 52 St (7), Queens, 51
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 247
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 37
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 27
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 28
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 166
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 28
 02/1/22 7:00:00, 458, 46 St-Bliss St (7), Queens, 116
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 12
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 27
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 149
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 9
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 14
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 117
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 14
 02/1/22 7:00:00, 459, 40 St-Lowery St (7), Queens, 65
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 12
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 125
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 19
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 76
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 55
 02/1/22 7:00:00, 46, Cortelyou Rd (Q), Brooklyn, 18
 02/1/22 7:00:00, 460, 33 St-Rawson St (7), Queens, 19
 02/1/22 7:00:00, 460, 33 St-Rawson St (7), Queens, 1
 02/1/22 7:00:00, 460, 33 St-Rawson St (7), Queens, 7
 02/1/22 7:00:00, 460, 33 St-Rawson St (7), Queens, 8
 02/1/22 7:00:00, 460, 33 St-Rawson St (7), Queens, 8
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 10
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 82
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 7
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 3
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 30
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 39
 02/1/22 7:00:00, 461, Queensboro Plaza (7,N,W), Queens, 87
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 3
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 85
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 5
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 18
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 27
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 1
 02/1/22 7:00:00, 463, Hunters Point Av (7), Queens, 21
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 7
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 10
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 148
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 56
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 31
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 32
 02/1/22 7:00:00, 464, Vernon Blvd-Jackson Av (7), Queens, 128
 02/1/22 7:00:00, 47, Newkirk Plaza (B,Q), Brooklyn, 22
 02/1/22 8:00:00, 445, Pelham Pkwy (5), Bronx, 11
 02/1/22 8:00:00, 445, Pelham Pkwy (5), Bronx, 30
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 8
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 14
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 82
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 3
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 1
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 6
 02/1/22 8:00:00, 446, Morris Park (5), Bronx, 32
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 1,041
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 88
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 133
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 126
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 29
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 648
 02/1/22 8:00:00, 447, Flushing-Main St (7), Queens, 319
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 37
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 18
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 4
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 2
 02/1/22 8:00:00, 448, Mets-Willets Point (7), Queens, 3
 02/1/22 8:00:00, 449, 111 St (7), Queens, 17
 02/1/22 8:00:00, 449, 111 St (7), Queens, 25
 02/1/22 8:00:00, 449, 111 St (7), Queens, 338
 02/1/22 8:00:00, 449, 111 St (7), Queens, 15
 02/1/22 8:00:00, 449, 111 St (7), Queens, 176
 02/1/22 8:00:00, 449, 111 St (7), Queens, 100
 02/1/22 8:00:00, 449, 111 St (7), Queens, 8
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 64
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 5
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 4
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 11
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 3
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 30
 02/1/22 8:00:00, 45, Beverley Rd (Q), Brooklyn, 46
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 34
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 105
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 426
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 16
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 135
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 14
 02/1/22 8:00:00, 450, 103 St-Corona Plaza (7), Queens, 344
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 34
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 69
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 534
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 16
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 177
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 15
 02/1/22 8:00:00, 451, Junction Blvd (7), Queens, 353
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 338
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 37
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 38
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 178
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 28
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 12
 02/1/22 8:00:00, 452, 90 St-Elmhurst Av (7), Queens, 211
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 268
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 36
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 14
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 34
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 12
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 145
 02/1/22 8:00:00, 453, 82 St-Jackson Hts (7), Queens, 120
 02/1/22 8:00:00, 455, 69 St (7), Queens, 9
 02/1/22 8:00:00, 455, 69 St (7), Queens, 9
 02/1/22 8:00:00, 455, 69 St (7), Queens, 124
 02/1/22 8:00:00, 455, 69 St (7), Queens, 1
 02/1/22 8:00:00, 455, 69 St (7), Queens, 69
